created_at	id	text	source	quote_from	quote_id	pic_url	retweet_id	reply_id	user_mention0	retweeted_from
Mon Apr 20 21:27:59 +0000 2015	590265679460360192	Honored to present the French #MedalofHonor to “Padre” Francis Jeffery yesterday http://t.co/PN4m4koxAH	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CDELgbxWEAAdVe2.jpg			
Fri Apr 17 20:50:23 +0000 2015	589169054260277249	Free entrance at @NatlParkService this weekend in honor of #NationalParksWeek, including #MtRainier. More here: http://t.co/df0Z8KQmgu	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							NatlParkService
Thu Apr 16 19:58:28 +0000 2015	588793602022756353	The introduction of the #TPA4USJobs bill today is a big step forward for US trade policy. Read more here: http://t.co/7ro2FePTHI	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Wed Apr 15 21:52:54 +0000 2015	588460011279364096	#MissionAccomplished #TeamGOP @USSoccerfndn @RepErikPaulsen @RepToddYoung @RepRichNugent http://t.co/B7JkTZV9Vh	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CCqhQuRW4AAjXXf.jpg			ussoccerfndn
Wed Apr 15 14:58:01 +0000 2015	588355601488617472	"RT @MainSt4Growth: ""We want to create jobs, give businesses access to revenue so they can invest to create &amp; sell more products"" @davereich…"	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"					5.88353096571e+17		MainSt4Growth
Wed Apr 15 14:46:47 +0000 2015	588352777119731712	"RT @InsideSourcesDC: Chairman @davereichert ""we have an environment"" to move forward on #taxreformNOW http://t.co/1kdmQf9tRx"	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"				http://pbs.twimg.com/media/CCo8IkjWAAMFTbE.jpg	5.88348819387e+17		InsideSourcesDC
Tue Apr 14 20:11:56 +0000 2015	588072213372338176	Tonight, we take the trophy #TogetherAgain #CapClassic #Soccer4Success @RepToddYoung @RepErikPaulsen http://t.co/RGVUprQr1u	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CClAj63UIAABFTR.jpg			RepErikPaulsen
Tue Apr 14 15:23:15 +0000 2015	587999565015601155	Prayers with the Bonney Lake community and the families and friends of the three people killed in yesterday’s Highway 410 accident.	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Mon Apr 13 20:16:07 +0000 2015	587710878667165696	So proud of Wenatchee’s Makenna Schwab for being selected as a #MakeADifference award winner by @USAToday: http://t.co/zLwbBqvSIM #Service	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							USATODAY
Sat Apr 11 20:43:54 +0000 2015	586993095910285313	Praying for the officer, his family, and the community. This is why we need @BlueAlertUs: http://t.co/sa54YpRA3A	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							BlueAlertUs
Fri Apr 10 20:46:22 +0000 2015	586631326981292032	Celebrating making the preservation of #AlpineLakes a reality with those who helped make it possible! http://t.co/P9zl0A8l8Z	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CCQiFTCVIAA00LU.jpg			
Thu Apr 09 21:13:01 +0000 2015	586275647472930816	#ICYMI: @AP on my bill that helps foster kids lead normal lives and achieve success: http://t.co/Si1BTpojnm	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							AP
Thu Apr 09 13:55:58 +0000 2015	586165659664576512	Honored to be recognized as Medicare Part B Patient Access Champion. So important for our Srs to have the best care http://t.co/Sm8D63a7yf	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CCJ6j4jUIAAygmr.jpg			
Wed Apr 08 13:51:22 +0000 2015	585802113546063872	Visited the White River Bridge to see damage up close and hear about plans for repairs. http://t.co/TYkTFOeTZK	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CCEv6utWgAAPLKQ.jpg			
Mon Apr 06 15:47:22 +0000 2015	585106529633890305	Spring is here and so is #OpeningDay! Good luck to the @Mariners this afternoon!	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							Mariners
Sun Apr 05 14:21:49 +0000 2015	584722615660609536	"""Thus it is written, that the Christ should suffer and on the third day rise from the dead"" - Luke 23:46 http://t.co/5Gk2u7uq7F"	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CB1aHshUEAIfrM0.jpg			
Sun Apr 05 00:58:13 +0000 2015	584520382373302272	Hoping the White River Bridge is quickly repaired and reopened so that life can return to normal!	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"							
Thu Apr 02 22:01:51 +0000 2015	583751220776566784	My thoughts and prayers are with the family of Lupo Benson, a student at Kent Meridian High School, who died in a tragic accident yesterday	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Thu Apr 02 18:08:23 +0000 2015	583692468094373888	Today is #WorldAutismDay. Approx. 1/88 children will be diagnosed with this condition &amp; we understand it too little: https://t.co/nAq3omvyei	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Wed Apr 01 21:14:50 +0000 2015	583377003245600768	Over the last 20 years, the Ex-Im Bank has returned $7 billion to the US Treasury #ExIm4Jobs	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Mar 31 23:15:07 +0000 2015	583044883042140160	Good meeting with @immivoice to discuss needed reforms to the H1-B visa program http://t.co/m4kfxcsW72	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"				http://pbs.twimg.com/media/CBdkOx0VIAA6_7K.jpg			immivoice
Tue Mar 31 18:45:03 +0000 2015	582976917936205825	In the last seven years, the work of Ex-Im has supported over 2,700 jobs in WA08. #ExIm4Jobs	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Tue Mar 31 18:02:51 +0000 2015	582966300185632768	Perplexing Seattle City Council vote against TPA: a vote against TPA is a vote against better-paying jobs for workers http://t.co/jZ2g3X0mFF	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"							
Fri Mar 27 23:41:52 +0000 2015	581602063408300032	Great time with @first_wa at the Robotics Competition Opening Ceremonies at Auburn High School! http://t.co/vaIIlNi2VX	"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>"				http://pbs.twimg.com/media/CBJD_r4WEAA-Mjw.jpg			first_wa
Thu Mar 26 18:19:51 +0000 2015	581158637491605504	RT @GHTCoalition: Dr Carter thanks cosponsors @davereichert, @BettyMcCollum04, @GregoryMeeks, @AnderCrenshaw, &amp; @repadamsmith #innovate4hea…	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"					5.81137585554e+17		GHTCoalition
Thu Mar 26 18:12:33 +0000 2015	581156802173210624	RT @SenatorCardin: Great news! @BlueAlertUs, bipartisan/bicameral legislation to protect LOEs just passed Judiciary. cc.@GrahamBlog @davere…	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"					5.81155576765e+17		SenatorCardin
