screen_name,followers,friends,tweets,place,user_location
_sharrai,1408.0,1298.0,33351.0,"Turlock, CA","California, USA"
MistahOso,1407.0,4229.0,72385.0,,somewhere in the north. 
YungLakey,1407.0,1150.0,62169.0,,wishyouknewville U.S.A.
greggeilers,1407.0,1146.0,7572.0,"Modesto, CA",Northern California
_princessstef,1407.0,840.0,38992.0,"Modesto, CA",instagram: _princesstef
CCFootball,1406.0,202.0,3423.0,,"Modesto, CA"
couchloukoum,1401.0,304.0,31768.0,,Paris 
xfredo,1401.0,778.0,56951.0,,ie
nickk_turnerr,1395.0,622.0,19561.0,"Modesto, CA",Snapchat: nickk_turnerr
ThunderGod503,1395.0,1460.0,3975.0,,Oregon + digital fuckery
RicheyDiamonds,1393.0,295.0,17972.0,,"Inland Empire, CA"
GimePedraza7,1393.0,1482.0,9207.0,,
_cardaz,1392.0,813.0,53320.0,,
andreaduran__,1391.0,898.0,35462.0,"Ceres, CA",softball diamond
ValeBruggerman,1389.0,920.0,16849.0,,Argentina
RosiKrojn,1388.0,1470.0,32114.0,,Ceres
idkeboni,1387.0,397.0,42489.0,,California
HHIE777,1386.0,4920.0,8519.0,,Worldwide.
KathLean209,1385.0,3656.0,27791.0,,pisces♓️
McHenryMansion,1385.0,334.0,520.0,,"Modesto, CA"
TShakW,1385.0,985.0,72451.0,,"Modesto, CA"
thisisDJROB,1384.0,2005.0,17781.0,,"New York,NY"
BakedJaeyk,1383.0,2120.0,36199.0,"Turlock, CA",#Baked @ #WeedChurch
EauPleineVintge,1383.0,1274.0,16522.0,,Wisconsin
speedyAlderson,1381.0,2718.0,27144.0,,
ToddFitchette,1381.0,1298.0,31055.0,,California
Stephen38599502,1380.0,1027.0,21332.0,,"Danvers, Massachusetts"
HackerSamurai_,1379.0,1240.0,30618.0,,New York
MonikaGunderson,1375.0,1741.0,6655.0,,"Modesto, CA"
DerPennington,1373.0,937.0,10238.0,"Modesto, CA","Oakdale,CA"
CantStopDom,1372.0,60.0,122.0,,"Modesto, CA"
JoeGoldeen,1371.0,598.0,9189.0,"Modesto, CA","Stockton, CA"
Nor_Cal_Redhead,1367.0,953.0,121546.0,,"Modesto, CA"
ykfglb_,1365.0,954.0,194548.0,,
daddyfabooh,1362.0,681.0,14529.0,,"Delhi, CA"
U4iALouisianaST,1361.0,2696.0,12450.0,,Louisiana 
ohjoebravo,1359.0,969.0,19887.0,,"Turlock, CA"
BreaSanchez_,1357.0,654.0,52942.0,"Modesto, CA",home is where my ❤️ is
KellyFinley,1354.0,3726.0,54657.0,,Cowboy Capital Near Yosemite 
CallMe_Thifa,1352.0,1097.0,100996.0,,
wilaroney,1351.0,1881.0,1171.0,,Pacific Northwest
DJ_M1,1348.0,1441.0,3018.0,,"Inland Empire, CA"
Natedabs1,1347.0,13.0,5397.0,,Los Angeles 
GGarcia9966,1347.0,846.0,23731.0,,"Modesto, CA"
EthanRKassel,1346.0,1891.0,114164.0,"Modesto, CA","San Bruno, CA"
MCS4Kids,1345.0,180.0,1458.0,,"Modesto, CA"
foreverheavenly,1343.0,4985.0,6829.0,"Modesto, CA","Modesto, California "
IrishCARBomb21,1341.0,938.0,286986.0,,
whitneyd,1341.0,1126.0,76853.0,,"Los Angeles, CA"
desttsilva,1341.0,209.0,18222.0,"Turlock, CA",
ThatGuyFrisco,1341.0,347.0,75049.0,,"OKAGA, CA"
MarcelitoSchaub,1340.0,1555.0,37932.0,,
lovelyyydes,1340.0,691.0,26954.0,,209/916
M_Kate16,1338.0,841.0,16050.0,"Modesto, CA",
aSuiteCollab,1338.0,2340.0,3901.0,,"Inland Empire, CA"
Flossie1940,1338.0,1989.0,16285.0,"Modesto, CA",
indianyeezy,1335.0,566.0,31717.0,,Bay Area
jvstrauhl,1334.0,1211.0,42395.0,,evana 
YourCousinAlex,1334.0,570.0,20946.0,,Michigan / Florida
HateLayer,1333.0,1210.0,6495.0,,
SambiOfT,1333.0,587.0,13382.0,,Straya
AlastairJohn,1332.0,3405.0,9848.0,,"Cape Town, South Africa"
AndaluzaJASP,1332.0,2430.0,26977.0,,Bahía d San Francisco (CA-USA)
Howeydoesit,1331.0,872.0,10673.0,,
vippuka,1331.0,499.0,3162.0,,     
happiiesthowell,1330.0,44.0,3475.0,,
CrimeStopStan,1329.0,87.0,1197.0,,"Modesto, CA"
Lala_Cocinerita,1327.0,2046.0,28103.0,,"Modesto, CA"
__bettyboo,1323.0,858.0,73873.0,," El Remolino, Zacatecas•ceres"
joselinnepulido,1322.0,628.0,3948.0,,
PaxCity,1321.0,307.0,19875.0,,etx
__TheRealMe30,1319.0,581.0,36832.0,,"Cali ✈️ Paris,Texas "
umesh5152,1317.0,30.0,8116.0,,"Mumbai, India"
Songhammer,1316.0,1989.0,1188.0,,"Inland Empire, CA"
KIZZYBLUNT,1312.0,372.0,14605.0,,FrOm NEw ORleAnz 2 H- town
TenaticCassian,1312.0,684.0,44477.0,"Modesto, CA","West Modesto, CA"
apprilcrz,1310.0,658.0,30895.0,,
beccabby__,1309.0,519.0,46187.0,,"South Carolina, USA"
Aldiii_14,1308.0,646.0,15756.0,,
LopezMica7,1304.0,563.0,25981.0,,"Ceres, Sta.Fe, Argentina✈"
oliviaoh_7,1303.0,886.0,28375.0,,csuf
Surlas,1303.0,136.0,849.0,,"Modesto, CA"
_KingBoog,1302.0,895.0,21105.0,,"Stockton, CA"
pattyguerra,1302.0,270.0,4532.0,,"Modesto, CA"
longnachos,1302.0,548.0,155452.0,,#spookydogbois
queenjhane_,1298.0,747.0,19405.0,,
jeffjcastillo,1298.0,4034.0,72086.0,,"CALIFORNIA, USA"
ilyanacevedo11,1297.0,771.0,10144.0,"Bret Harte, CA",Chuck e cheese's
typaldos,1297.0,3513.0,31751.0,,San Francisco Bay Area | SV
gaabbbssss_,1297.0,1202.0,9015.0,,probably w/ my girls
__white__girl__,1293.0,2319.0,9312.0,,
garciagbianca,1292.0,1004.0,17276.0,"Turlock, CA",i have a hot bf
rmltpie,1290.0,956.0,79255.0,,"Dublin City, Ireland"
ChrisElmlund,1287.0,2623.0,17495.0,,Colorado
Ash_Haigh_Smith,1287.0,325.0,5668.0,,Cape Town South Africa
falconimadyson,1286.0,739.0,17514.0,"Turlock, CA",
uwu79,1286.0,59.0,25536.0,,hory :♢ | u r feget
_SLnsh,1285.0,237.0,180062.0,,
DelilahDelacru2,1285.0,1064.0,4451.0,,
gonzo462606,1284.0,2275.0,47649.0,,Hollywood CA
mwayout,1283.0,376.0,4443.0,,california
GinoManueel,1282.0,992.0,11789.0,,
ShylynnForget,1281.0,2241.0,9382.0,,
SigoSiendoHoney,1279.0,938.0,58348.0,,
tayylorrosse_,1278.0,480.0,21224.0,,
EllieNReverse,1277.0,274.0,18636.0,,"Inland Empire, CA"
Symphonik3,1276.0,1083.0,26981.0,,"Miami, FIU"
tjackkkk_,1276.0,667.0,34848.0,,hsu softball
juanybeats,1276.0,1114.0,112186.0,,
NaairGanin,1275.0,1288.0,5842.0,,"Ceres, Santa Fe"
JewishMILF666,1275.0,705.0,27227.0,,
neerajkkumawat,1274.0,1282.0,373.0,,"Jaipur, India"
Callmecait_,1273.0,342.0,9416.0,,h i k i n g
coooook_114,1272.0,834.0,5333.0,"Turlock, CA",
ZellaQuixote,1270.0,1608.0,6096.0,,United States of America
_HushLeslie,1269.0,810.0,26732.0,,Rtown$
Syr829,1265.0,5001.0,76488.0,,
Cantguardmoni,1265.0,886.0,7340.0,"Modesto, CA",sc basicemoni3
Meery1710,1264.0,41.0,46663.0,,Madrid.
1FJuli,1264.0,573.0,23670.0,,
fuckarturo,1263.0,556.0,34751.0,,
Its__L,1259.0,1106.0,61503.0,,
Angel_baby829,1259.0,934.0,3700.0,,
ShealynCraven,1259.0,658.0,49753.0,," 
"
Dr_Emperor,1258.0,2839.0,9516.0,,"Redlands, CA"
AdoptMeApp,1257.0,3686.0,16187.0,,"Silicon Valley, CA"
NeonJawbone,1257.0,294.0,17383.0,,The North Carolina Hell Zone
juanfox209,1257.0,749.0,26928.0,,"Ceres, CA"
ClutchRoyal,1256.0,1087.0,13136.0,,"Oceanside, CA"
keenzaaa_,1255.0,79.0,9844.0,,Maroc
Doomchild_,1254.0,661.0,62432.0,,Bachten de Kuppe
itsmonatariq,1251.0,573.0,83654.0,,chicago 
mel_leilani,1250.0,799.0,38531.0,,"Salt Lake City, UT"
KayRecede,1249.0,513.0,3595.0,"Modesto, CA",
DesireaBarioni,1249.0,941.0,11671.0,,"Turlock, CA"
MarveLotRush,1249.0,1981.0,65001.0,,Middle-Earth/Middle-East
Aj_brooks4,1248.0,1292.0,16536.0,,
odetonicole,1248.0,670.0,103892.0,"Turlock, CA",justice for not today
vickayaiko,1248.0,1085.0,24825.0,,"Los Haro, Jerez, Zacatecas."
SD_MMA,1247.0,1311.0,3076.0,,"Modesto, CA"
popsoundnews,1247.0,655.0,131137.0,,World
Kendra_Here,1244.0,1531.0,71996.0,,Wishing to be in Disneyland
b_medinaaa95,1243.0,244.0,27072.0,,C A L I F O R N I A⛅
BarbaraBabcock,1242.0,2385.0,7818.0,,"San Bernardino, CA"
sauce_boss21,1242.0,3767.0,4332.0,,"Washington, DC"
marchingpodcast,1242.0,1825.0,7457.0,,"Inland Empire, CA"
BunnyWunnyBunny,1241.0,3508.0,21755.0,,"Palo Alto, CA"
ariyoshawty,1238.0,263.0,9923.0,,
wiseacre2,1238.0,1217.0,37172.0,,Ankara
GodlyThaGoat,1238.0,43.0,434.0,,NBA 2K17
MozenRaff,1237.0,507.0,20347.0,,"Pomona, CA"
VCU_Surgery,1236.0,801.0,4344.0,,"1200 E. Broad Street, Richmond"
DPick_FOE,1235.0,637.0,42056.0,,
KoskMeg,1234.0,513.0,4148.0,,
febreezyyyy,1233.0,845.0,67565.0,,j❤
CopywriterRSP,1232.0,3142.0,1141.0,,"Tampa, FL"
stormyyhowell,1229.0,90.0,14205.0,,t g kal & jenn ❁ 
flying_wayne,1229.0,766.0,17259.0,,"London, England"
Forever_Vicious,1229.0,389.0,61766.0,,
sharpenedquill,1228.0,2478.0,88096.0,,
xogrecia,1226.0,791.0,54075.0,,
Raider_209,1226.0,2018.0,24273.0,,"Modesto, California"
softielester,1225.0,482.0,25170.0,,tam
Myla_Annise,1225.0,773.0,76336.0,,
TurlockPoker,1223.0,1090.0,6044.0,,"Turlock, Ca"
youngcheechh,1222.0,622.0,25390.0,"Modesto, CA",With bodem at the taco truck 
MoniqueSGarcia1,1222.0,2105.0,2273.0,,Ceres/Modesto California
aalicialunaa,1221.0,1050.0,13551.0,, 
FeltonByrd_,1221.0,820.0,90111.0,,LouisiTexCaliKansas
KarenGremp,1220.0,2225.0,2442.0,"Modesto, CA","Kona, HI & Winter Park, FL "
CandeSalvay1103,1219.0,1034.0,13636.0,,
JMeverington,1217.0,1124.0,126.0,,
WorkWithSHC,1214.0,1.0,115487.0,"Turlock, CA",
MrsG2nd,1212.0,1957.0,9044.0,,TEXAS!
jj20101,1212.0,1023.0,30174.0,,"Modesto, CA"
Pcarrizo7,1212.0,803.0,34934.0,,Ceres.
jasonjalves,1209.0,2446.0,10154.0,,"Modesto, CA"
LemaDustin,1209.0,668.0,46979.0,"Turlock, CA",working
leadertobeast,1209.0,1383.0,6276.0,,"Atlanta, GA"
DigiPlox,1208.0,161.0,100.0,,"Modesto, CA"
AFK_10,1208.0,2110.0,47022.0,,Paradise 
lilsaammyy,1206.0,589.0,5566.0,,htx
Amber_Ramirezzz,1205.0,711.0,22805.0,,"Modesto, CA"
xo_Jackkie,1204.0,1072.0,41676.0,,
lb_rodriguez559,1203.0,886.0,11441.0,,"Visalia, CA"
brookk77,1202.0,432.0,99383.0,,Fiji
Stmpy_Mch,1201.0,1535.0,29643.0,,"Modesto, CA"
Lizzaaay_dgaf,1200.0,267.0,166547.0,,somewhere wit raevin 
missingualert,1200.0,2522.0,8462.0,,The matrix
iamTruSpeech,1199.0,762.0,44800.0,,CA
hiighhizzyy,1199.0,1078.0,59172.0,"Modesto, CA",209
Brisa_lz,1197.0,5003.0,7847.0,,San Miguel de Tucumán
Klutzleo,1194.0,2183.0,47737.0,"Modesto, CA","Atwater, CA"
MsChris1161,1191.0,2284.0,72896.0,,"Modesto, CA"
axhaer,1189.0,1385.0,38376.0,,
Bartolozzzzzzi,1189.0,758.0,35418.0,,
laina_brownie,1189.0,893.0,64244.0,,Being headass with gabby
onedovealone,1187.0,1230.0,16646.0,,United States
NOheel_justJAYS,1185.0,939.0,61215.0,,
xmxxb,1184.0,805.0,28104.0,"Modesto, CA",¯\_(ツ)_/¯ 
mwilliamsAT,1182.0,1027.0,7248.0,,"Fresno, CA"
hddaddy90,1178.0,1993.0,12461.0,,Tennessee 
arieannnaaa,1178.0,624.0,15202.0,,
grey_zoe,1178.0,1238.0,58685.0,,
iamdlbrewer1,1177.0,1958.0,34579.0,,"Atlanta, GA"
FaithFortune99,1177.0,1703.0,72591.0,,"Maryland, USA"
gdmkbys,1176.0,892.0,71.0,,
alysiuh,1175.0,362.0,129867.0,"Modesto, CA",
SunBrotherK,1173.0,2325.0,16865.0,,Astora
LeahAnakin,1172.0,2147.0,52972.0,,United States
poshhprincesss,1172.0,843.0,34201.0,,
Tdfootball,1172.0,127.0,2713.0,,"Modesto, CA"
OAssyria,1171.0,718.0,14715.0,,Is 19:25{RTS not endorsements}
_playboimike,1171.0,661.0,48241.0,"Modesto, CA","CATHOLIC BLOOD, modesto"
IghtMike,1170.0,1054.0,14717.0,,Turlock
randamoon9,1170.0,1435.0,11293.0,,
Nothingbutloser,1169.0,1634.0,2305.0,,modesto
xRyleeJessicax,1167.0,1109.0,22594.0,,
veIabrum,1167.0,362.0,27051.0,,"Modesto, CA"
Chasityy98,1166.0,751.0,6778.0,"Turlock, CA","Turlock, CA"
ChaosHappenZPR,1166.0,1489.0,30878.0,,"Little Rock, Arkansas"
bailey_cherish,1164.0,907.0,34198.0,,"Tuolumne, CA"
CoachAbbasi,1164.0,1517.0,6647.0,"Turlock, CA","Modesto, CA"
marianaaa_6,1163.0,603.0,41785.0,,559
Younggo,1162.0,167.0,22481.0,,"Modesto, CA"
jyester55,1161.0,3249.0,17667.0,,
_CloutBoii,1160.0,824.0,18263.0,"Modesto, CA",Prolly laid up with your boo 
patyrod_,1160.0,528.0,34272.0,,"Chicago, IL"
RevivalCenter1,1160.0,896.0,2283.0,,"Modesto, CA"
kylialashe,1160.0,2010.0,15937.0,,"Inland Empire , CA"
princessayvette,1160.0,388.0,13380.0,"Hughson, CA","Los Angeles, CA"
adrianjxmes,1159.0,592.0,17358.0,"Modesto, CA",IG: adrian.jamez
_OhItsTam_,1159.0,917.0,50544.0,,RIP Daddy&Pizza Queen
elizabeef,1159.0,2464.0,3064.0,,Easthampton
TheNeverBoring,1156.0,378.0,851.0,,"Modesto, CA"
HappyinaMini,1154.0,1832.0,28455.0,,"Everett, WA"
theenaababes,1152.0,760.0,47383.0,,Cali
Southside_DBtz,1151.0,715.0,5657.0,,Smewhr out South
Lexiemelt,1149.0,156.0,19265.0,,"Turlock, CA"
sttevsss,1148.0,1271.0,9278.0,,
GUEROMEXICAN831,1147.0,2905.0,25972.0,,"California, USA"
iAm_LionWoodz,1146.0,774.0,195487.0,,"Dino, Texas "
pxoppystreet,1145.0,426.0,30735.0,"Modesto, CA","stockton, ca"
Radruler,1145.0,3543.0,11093.0,,"( ͡° ͜ʖ ͡°), Danville, CA"
FlorSandoval__,1143.0,780.0,17884.0,,ur dreams 
LastSonofThawne,1142.0,279.0,94839.0,,...
KENTHUHGOAT,1142.0,594.0,48986.0,,"Detroit, MI"
giantslady4life,1142.0,2078.0,103198.0,"Modesto, CA","Modesto, Ca "
KitttyGang,1141.0,994.0,85579.0,,Haystack
julieejordann,1138.0,1187.0,55272.0,,somewhere i dont care to be 
onefreecitizen,1138.0,1411.0,17726.0,,The Republic of Western Canada
call_me_emily_x,1137.0,613.0,17180.0,,"Denair, CA"
JaypGatsby,1135.0,896.0,29701.0,,"On deadline, Calif."
Miss_DustyLynn,1135.0,1782.0,12638.0,,inland empire California 
DeidreMSimpson,1134.0,826.0,10502.0,,"Inland Empire, CA"
BhozxAzxie,1134.0,1040.0,15612.0,,
TrillSaralee,1134.0,481.0,23995.0,,Neverland
azhlyzazhyl,1134.0,851.0,40209.0,,"Caleta De Campos, Michoacan "
The1Transformer,1133.0,356.0,40191.0,,United Kingdom
DianeeMendez,1132.0,477.0,17998.0,,De mi amada Hersilia 
phaneritic,1131.0,1133.0,23604.0,"Turlock, CA","Turlock, Ca"
hellomarykate,1131.0,470.0,112993.0,"Modesto, CA","Modesto, CA"
Herniadoc,1131.0,713.0,2176.0,,"Beverly Hills, CA  90210"
Kailsss,1128.0,835.0,34032.0,,
CaglieriFlori,1128.0,666.0,8049.0,,Ceres. Santa-Fe
isaura_patino,1128.0,495.0,5225.0,,fsgv !!
TZN_Gaming,1127.0,1334.0,5473.0,,TZN = 209 (Cen-Cal)
GumleafG,1126.0,1374.0,75317.0,,Australia
Luciousness12,1122.0,901.0,840.0,,
trhopicalwaves,1122.0,768.0,3731.0,,
RealOotyOoo,1122.0,456.0,6083.0,,"Richmond,Ca Bay Area"
Doromica,1122.0,711.0,20800.0,,"Santa Fe, Argentina"
RosavXoxo,1120.0,650.0,43685.0,,Supporting JCole
juiceharris,1118.0,929.0,118165.0,,
Maddieeee_D,1115.0,946.0,13713.0,,"Rocklin, CA"
itsyogirlyc_,1114.0,1110.0,12681.0,,"if you call, carter's answerin"
AerielBee,1113.0,477.0,90456.0,,GA
toposa56,1112.0,2817.0,3477.0,,ceres - santa fe 
GoddessLeah_,1112.0,844.0,25361.0,,"Norman, OK"
KristenDowling,1112.0,522.0,12593.0,"Denair, CA","Nashville, TN"
NadineFiberArt,1111.0,1008.0,13632.0,,"Deerfield Beach, Florida"
RomoChiro,1110.0,1064.0,12345.0,,"Modesto, CA"
_katiedeminsky,1110.0,598.0,23520.0,,"Turlock, CA"
4stre_,1108.0,275.0,12984.0,,jpn
tylerharrlson,1108.0,706.0,17264.0,"Ceres, CA",somewhere looking ugly
lalalabotty,1108.0,2384.0,18059.0,,
1tabithamorris,1107.0,2237.0,944.0,,"Turlock, CA"
Gutierrez_Alf,1107.0,381.0,9432.0,,Inland Empire CA
TaylorJordao,1106.0,225.0,21834.0,,209 | 925
Lainley20,1106.0,4999.0,54083.0,,
caitlinyoungman,1106.0,530.0,12019.0,"Modesto, CA",california
CeresPD,1106.0,173.0,1011.0,,"Ceres, CA"
TwanTargaryen,1106.0,683.0,185423.0,,"Applied Sciences, Wayne Ent"
jaimee_all_over,1105.0,620.0,66837.0,"Turlock, CA",CaLITfornia ☀️
LAHipHopDaily,1105.0,340.0,24806.0,, Los Angeles
TheAngryShrimp,1105.0,1982.0,561.0,,"Inland Empire, CA"
niccolettels,1104.0,904.0,13383.0,,209 ••• 559
HopeMagina,1103.0,719.0,6635.0,"Turlock, CA",Snap & Insta ~ Hopemagina
Chayy_Tibbs,1103.0,484.0,8032.0,,"Hughson, CA"
TrustTristen,1103.0,737.0,45415.0,,"Modesto, CA"
AgosOliveraa,1101.0,612.0,28685.0,,Pinto Sgo del Estero 
Writing_Robot,1100.0,107.0,50056.0,,Everywhere
Luzinskij15,1100.0,678.0,53902.0,,"Ontario, CA"
JJosealvarez1,1100.0,2205.0,2880.0,,
Flying_cat85,1098.0,902.0,12687.0,,LoveSexDrugs
woahitsjojo_,1098.0,534.0,14057.0,,
DonnMellow,1098.0,930.0,15276.0,,"Rialto, CA"
rockinglittlero,1097.0,2366.0,25546.0,,
arreola_jess10,1097.0,821.0,19437.0,,"Modesto, CA"
JudithKto,1096.0,627.0,82586.0,,Toronto
itsROTB,1095.0,438.0,1810.0,,Coolradio$ Record$ ☆
Titusbriseno,1095.0,299.0,6353.0,,"turlock, ca"
WhoaaMatt,1094.0,1863.0,4950.0,,"Modesto, CA"
graceporras_,1094.0,1212.0,28533.0,,"Riverbank, CA"
_Iogan,1092.0,385.0,186138.0,,"Lincoln, NE"
Erykahyfr,1091.0,663.0,12263.0,,
granny_claudia,1088.0,1221.0,61219.0,,Kansas
bartfizzle76,1087.0,893.0,1429.0,,"Modesto, CA"
Shasha_Retha,1086.0,1749.0,2233.0,,"Bloemfontein, South Africa"
AnnidaTopalli,1085.0,345.0,20479.0,,Prizren
karyssa_kelley,1084.0,774.0,9859.0,,
ETRNALMOON,1084.0,1213.0,2416.0,,"California, USA"
SierraVistaCFS,1084.0,313.0,363.0,,"Modesto, CA"
Paul_Kaufer05,1083.0,550.0,19621.0,,The Positive Side
AOInlandEmpire,1083.0,386.0,1600.0,,"Inland Empire, CA"
ArielMonticone4,1082.0,587.0,26543.0,,"Santa Fe, Argentina"
lucas_lopez_,1080.0,600.0,26831.0,"Modesto, CA",enochs
KHOPIanRiley,1079.0,689.0,3352.0,,"Modesto, CA"
ablackonamac,1079.0,1990.0,6092.0,,"Modesto, California"
HerculesSpears,1078.0,426.0,11160.0,,
WolfeAmy,1078.0,1992.0,1154.0,,"Escalon, CA"
KidDemiMusic,1078.0,4018.0,3145.0,,"Rancho Cucamonga, CA"
TurlockID,1078.0,305.0,2538.0,"Turlock, CA","Turlock, CA"
emilyleavitt_,1075.0,730.0,28520.0,,probably w/ syd
voidraithe,1075.0,1916.0,19765.0,,
VocalKingJongup,1074.0,255.0,141018.0,,Atlanta
wesshann,1074.0,1248.0,7470.0,,"Oakdale, CA"
_breev,1074.0,870.0,38128.0,,"California, USA"
_underated_21,1073.0,579.0,12134.0,,
Cam_ATL,1073.0,1103.0,5773.0,,
Gracehalleran,1072.0,426.0,23367.0,"Modesto, CA",
MJCFootball,1070.0,836.0,602.0,,"Modesto, California"
marsalrassa,1069.0,468.0,74031.0,"Modesto, CA",the L
Rmaxiee,1068.0,959.0,9141.0,"Modesto, CA","Stockton, CA"
CJwestleyyy,1067.0,433.0,48186.0,,"IE, CA"
CrystaJean,1066.0,460.0,33963.0,,918 / w kd ~
_simply_jojo_,1065.0,777.0,7628.0,"Modesto, CA",basketball practice 
yelladenniz,1064.0,570.0,22347.0,,"Los Angeles, CA"
JulioCurichi,1063.0,788.0,25490.0,,Arrufo - Santa fe..
Sibenjam,1062.0,5001.0,5839.0,,757
bioatomic,1061.0,252.0,3502.0,,"Turlock, CA"
SeveHendricks,1060.0,1733.0,3626.0,,"Pittsburgh, pa"
cynshaw,1059.0,721.0,3865.0,,"Silicon Valley, California"
cjrisa2,1059.0,2071.0,10676.0,,South Carolina
NoJuice_Ben,1058.0,655.0,35592.0,,Nowhere 
TynettaGist,1056.0,1703.0,22681.0,,
_dravaaxoxo,1055.0,1087.0,22962.0,,Free my Spiritual Billion❤️
Ham_Luna2o9,1054.0,1398.0,97628.0,,
Z_Daleth,1054.0,270.0,298849.0,,Las Vegas
elmalambo,1054.0,1188.0,78424.0,,
KingF_Ramirez,1053.0,676.0,27596.0,,Somewhere in the snow .
A__babey,1053.0,956.0,14165.0,,"Modesto, CA"
Beth_Andrino,1052.0,375.0,8200.0,,
kath2cats,1051.0,2801.0,84882.0,,San Francisco Bay Area
s_vetteee,1050.0,1122.0,55631.0,,
PoguePublishing,1049.0,1515.0,453.0,,"Texas, USA"
PerSHansen26,1047.0,2297.0,36159.0,,"awake,aware,sad goyim"
logann_sheaa,1047.0,1076.0,27602.0,,noneyabusiness
cora_cece3,1046.0,975.0,31168.0,"Modesto, CA",With Careliseo 
JayD__5,1045.0,595.0,4291.0,,C/O 2019
boothang02,1045.0,795.0,22897.0,,
lyssa_nickole,1045.0,825.0,19503.0,,
DearDesigns,1045.0,610.0,51292.0,,"Mississippi, USA"
michellerrsss,1044.0,1003.0,30490.0,,Me and babes crib
Jo_Slaps_Hoes,1044.0,537.0,31932.0,,559 to 209
EveyMontez,1044.0,598.0,12152.0,"Modesto, CA","California, USA"
AylenPasqualess,1044.0,660.0,26995.0,,Ceres
DianePe72593440,1043.0,1842.0,4035.0,,"Idaho, USA"
MonikahLee,1042.0,212.0,31008.0,,
LaraComabella,1042.0,312.0,17531.0,,"Santa Fe, Argentina"
trilllizard420,1041.0,1241.0,15177.0,,
KamalSmith_,1038.0,294.0,62.0,,Alyssa G.
YoungLads,1037.0,1020.0,5697.0,,The Murda 
MuzikManiacsEnt,1036.0,379.0,587.0,,"Inland Empire, California "
gageebowles5,1035.0,752.0,46440.0,,
NutFarmerJake,1035.0,974.0,1004.0,,"Modesto, CA"
LexD909,1034.0,562.0,11277.0,,"Inland Empire, CA"
milagrosdude_,1034.0,678.0,12881.0,,
palemami,1033.0,484.0,63145.0,,"Manhattan, NY"
haileysalaiz,1031.0,807.0,13528.0,,"Hughson, CA"
vauagus,1031.0,625.0,9161.0,,Ceres Santa Fe
CurlyNefertiti,1030.0,714.0,21670.0,,EGYPTE
keleshasha,1029.0,1766.0,2546.0,,"Bloemfontein, South Africa"
mad1nola,1028.0,1103.0,32205.0,,New Orleans/Los Angeles
Aldo7heApache,1027.0,530.0,53243.0,,
Riles_Souza,1027.0,1744.0,18557.0,,
Quigglish,1026.0,5000.0,28148.0,,Probably an Insane Asylum
jjanetze,1025.0,685.0,19532.0,"Modesto, CA",      
abygaailll,1024.0,665.0,18858.0,,"Livingston, CA"
Jazmyne_Favela,1024.0,701.0,17255.0,,
SYEnrolledAgent,1024.0,1278.0,941.0,,"Ceres, California"
greggyy1022,1023.0,900.0,6573.0,,
ZetterGoal,1020.0,577.0,55909.0,,"Hockeytown, MI"
BrisaDovis,1020.0,1078.0,12319.0,,"Ceres, arg"
Bienyyy,1020.0,392.0,51805.0,,"Modesto, CA"
jasminerose55,1020.0,2016.0,2563.0,,"Turlock, CA"
gabbieacom,1020.0,1618.0,5080.0,,"Modesto, CA"
dershepherds,1018.0,463.0,14912.0,,australia
lmQLT,1016.0,565.0,10864.0,,Candy
lorenagarciaag,1016.0,1271.0,12434.0,,Bay area
Shea_gainer,1015.0,502.0,51285.0,,oakhell/SCV 
bunnyk9,1015.0,3200.0,10094.0,,"Silicon Valley, CA"
miss3liizabeth,1014.0,419.0,18876.0,,"Oklahoma City, OK"
NoLimit_G32,1012.0,951.0,4147.0,,Modesto Christian 
Marvo_ballout,1012.0,717.0,2121.0,,
NewsManLou,1012.0,1275.0,14500.0,,"San Diego, CA, USA"
babyA_____,1011.0,477.0,31487.0,,sc:anlyanaxo
smash_guapo,1009.0,889.0,14715.0,,"Turlock,Balifornia"
emilybabyy_17,1007.0,842.0,41510.0,,
allyyypop,1005.0,895.0,8333.0,,
genesis_10223,1005.0,514.0,14918.0,,
snewonadnerb,1003.0,182.0,12664.0,,Texas
InfiniteVillain,1003.0,546.0,55398.0,,
cbukhari,1002.0,60.0,2298.0,,"Modesto, California"
Dorresx22,1001.0,950.0,4603.0,,"Redlands, CA"
DashItsme,1001.0,811.0,96176.0,,#JusticePourAdama
ASVPxGABE,999.0,665.0,40004.0,,"Ceres, CA"
RU2020,999.0,1013.0,5858.0,,"Inland Empire, California, USA"
brooke_bidwell,998.0,1066.0,24053.0,,
FlyBoyJack209,998.0,881.0,83.0,,"Turlock, CA"
_maceycarver,998.0,1149.0,8976.0,,w/ my ace boom bacooooon 
Itsjustdaytona,998.0,502.0,18057.0,,probably napping
dayyyysss,996.0,833.0,36820.0,,
Lxslie_,994.0,437.0,23676.0,,TDHS
Arty_V,994.0,585.0,38424.0,,"Maywood, Ca."
LauraGarcia0406,993.0,1583.0,19250.0,"Modesto, CA",
JohnHancockJobs,993.0,0.0,213.0,"Turlock, CA","Boston, MA   USA"
rusto88,993.0,986.0,56013.0,,"Maynard, MA"
negranzuhh,993.0,816.0,10177.0,,MHS
KathyyLove,992.0,958.0,21253.0,,"McDonalds, usually"
BurliniGirl,991.0,1306.0,3014.0,,"Inland Empire, California"
